,0,1
0,487.7295754172585,479.36320911754257
1,852.0187100497159,257.2161865234375
2,777.1917863325639,177.6183527166193
3,774.8154380104758,492.26917613636357
4,548.0342795632101,275.62857887961644
5,639.7228795831853,278.8697676225142
6,554.923359264027,248.02523526278407
7,248.37571577592328,125.03623268821022
8,150.90212735262782,839.5185297185724
9,451.7417907714843,503.43050870028407
10,510.7668512517755,393.8610284978693
11,863.0861871892755,49.73682750355113
12,714.2553433504971,535.1115417480469
13,256.0787131569602,127.97307794744317
14,255.5661565607244,126.14413174715908
15,524.2638882723721,652.4636424671519
16,180.037314675071,517.5131780450994
17,434.4142012162642,271.9097345525568
18,858.883223100142,466.6093860973011
19,793.0695689808238,576.0036815296519
20,240.39353804154828,490.53633256392044
21,628.8177837025034,242.43874289772725
22,883.8061523437499,449.47937011718744
23,751.5542186390269,493.56722745028407
24,248.2712346857244,125.22732821377839
25,176.59820556640622,152.9248046875
26,852.0203746448863,231.6002863103693
27,645.4292852228338,291.23382568359375
28,694.1494889692826,197.3818692294034
29,802.8255948153409,217.12785200639203
30,263.6889925870028,231.03798606178975
31,641.6348613392222,309.4131192294034
32,826.4115489612925,143.91424005681816
33,855.6623979048295,146.91944469105113
34,468.08062466708094,294.94662198153407
35,824.3553577769886,107.67705743963067
36,470.0893887606534,502.02581232244313
37,495.0430020419034,511.3649957830255
38,469.63806152343744,485.04438920454544
39,465.0069080699574,393.9043079723011
40,688.5119906338778,235.22838245738635
41,869.1577425870028,227.42043235085225
42,460.126426003196,532.8169527920809
43,454.7232055664062,543.4916132146661
44,233.35132945667613,309.99558882279825
45,447.05212679776275,298.6649114435369
46,843.3805708451704,103.38578657670453
47,624.150127064098,410.5407159978693
48,547.7008611505681,229.18174050071022
49,290.82863547585225,481.8659834428267
50,265.2474143288352,126.14346590909089
51,546.4324535023082,383.33731911399144
52,568.009986443953,393.2561978426846
53,496.23149525035507,406.2936123934659
54,100.88295676491477,75.89311079545453
55,204.70708673650566,492.3500754616477
56,644.9951033158735,705.1896147294477
57,575.9411881186745,412.32710404829544
58,131.63760098544034,304.17039351029825
59,429.4805492054332,238.12544389204544
60,872.2513649680398,454.7688154740767
61,781.9554554332386,160.74684836647725
62,772.420460094105,241.34832208806816
63,478.95541104403407,581.6076521439985
64,189.36054576526988,137.41532759232953
65,625.6889273903586,391.61546186967325
66,654.7105823863636,377.63522061434657
67,629.2132290926846,194.50456099076703
68,232.00608686967328,305.2601207386363
69,456.6474775834517,277.20370205965907
70,438.64908391779113,304.9394642223011
71,449.7632945667613,298.87315229936075
72,436.09515103426844,240.97523082386363
73,456.86073996803975,343.383261940696
74,566.9530716809359,388.7109652432528
75,479.6835327148437,276.58788507634944
76,893.7107155539773,433.37441184303975
77,129.48777632279828,243.39838201349428
78,696.274844082919,575.9266246448864
79,211.20608243075282,152.20708673650566
80,914.827353737571,413.3015025745738
81,188.63170276988635,365.41387384588063
82,249.98676646839488,251.28495649857953
83,658.0089985240589,891.143438165838
84,238.9927257191051,951.6331204501065
85,861.0219782049005,263.1525213068182
86,700.4900429465554,606.0762301358309
87,785.7854531028054,244.36734286221588
88,428.288740678267,234.87104936079544
89,340.0465254350142,218.63547585227272
90,737.9565152254971,220.60879794034088
91,251.38566450639203,122.93246182528408
92,472.781191739169,185.2370938387784
93,454.37960537997157,512.9275235262784
94,637.6394237171519,177.59482643821022
95,646.0740800337358,184.39575195312497
96,454.78071732954544,555.117520419034
97,500.2199485085227,522.9344177246094
98,570.3733470223166,389.7292813387784
99,708.3093400435014,216.54885031960225
100,858.3700284090909,166.63868297230113
101,311.9499622691761,160.10442560369316
102,802.7587613192471,272.94722123579544
103,320.1985029740767,457.4612981622869
104,828.6235739968039,123.89620694247158
105,467.4361350319602,344.2809503728693
106,296.56005859375,169.53041770241475
107,911.1953735351561,282.7423095703125
108,923.197187943892,239.71313476562497
109,442.4915383078835,243.50430575284088
110,549.0040172230114,240.76110839843747
111,561.9378245960582,241.20533336292613
112,640.0838123668324,197.51237349076703
113,662.2677473588423,163.92583673650566
114,140.79215309836647,490.0744351473721
115,860.8690296519885,156.83904474431816
116,718.91582142223,195.23470791903407
117,660.5070495605469,228.68180708451703
118,640.6383167613636,244.03409090909088
119,521.3036693226207,514.4989568536931
120,715.7289539683949,657.4492645263672
121,670.8724975585938,361.052412553267
122,631.3993974165483,352.3891102183949
123,656.9687791304154,166.03282581676135
124,209.27734374999997,92.76666814630681
125,881.6512229225851,446.42075972123575
126,873.8016579367898,368.8721812855113
127,696.3067904385653,610.7510098544034
128,264.1847090287642,126.87283602627839
129,292.8554465553977,253.30272327769885
130,477.0076127485795,283.87245871803975
131,461.08581542968744,360.8748002485795
132,204.85584605823863,156.05213512073863
133,780.9110606800425,262.8076726740057
134,690.7684742320668,117.83008922230113
135,399.35954700816757,237.82137784090907
136,757.3039106889204,249.84724564985794
137,530.0684980912641,429.6796764026988
138,489.94580355557525,425.682012384588
139,470.66506125710225,474.0313998135653
140,468.2816106622869,533.9861089533025
141,827.9905839399858,152.41527210582385
142,171.17387251420453,300.80571954900563
143,714.0391263094815,545.3437943892045
144,278.299560546875,135.40166681463066
145,317.72161310369313,422.41937810724426
146,581.7981407859108,204.8873623934659
147,557.5399918989701,242.27333762428975
148,408.23379516601557,236.30576393821022
149,100.35708340731533,32.21435546875
150,254.0437178178267,244.27273837002838
151,411.17998990145594,161.8810480291193
152,108.16569935191761,389.0242143110795
153,278.00578724254257,458.16819624467325
154,752.7948136763139,221.44076260653407
155,556.2778403542258,397.87284157492894
156,322.3567615855824,229.05717329545453
157,817.4109164151278,623.5660899769175
158,853.1987693093039,251.58708052201703
159,144.1934758966619,321.6644564541903
160,695.2593994140625,238.66505015980113
161,478.63687688654113,277.6601895419034
162,280.1941195401278,198.9666193181818
163,829.1864013671874,196.00175337357953
164,925.1459295099431,509.08757990056813
165,847.220625443892,464.65243252840907
166,670.4598929665304,215.24081143465907
167,431.34486805308944,430.8626209605824
168,959.0278764204545,264.94118430397725
169,628.6567341197621,353.23783180930394
170,499.4632512872869,416.2136563387784
171,490.51526156338775,336.64292768998575
