,0,1
0,618.6064300537109,572.438232421875
1,526.9953857421875,563.32421875
2,473.83848876953124,508.1748779296875
3,503.927294921875,404.6471771240234
4,476.4069580078125,305.45404052734375
5,475.1917236328125,283.96531982421874
6,350.7482177734375,615.327978515625
7,769.539794921875,363.52471923828125
8,474.24871826171875,280.03685302734374
9,659.1593444824218,428.9399772644043
10,162.7076171875,471.95543212890624
11,556.7986572265625,586.564453125
12,559.6763427734375,572.35390625
13,670.4961669921875,516.603173828125
14,818.013232421875,359.69537353515625
15,292.3356689453125,309.7803466796875
16,162.83662109375,434.0413330078125
17,654.9189147949219,466.002587890625
18,706.6816162109375,390.04847106933596
19,329.01904296875,301.6624755859375
20,656.1510009765625,383.1261016845703
21,794.5915283203125,386.8594512939453
22,704.1954345703125,441.40546875
23,847.72294921875,366.0091857910156
24,770.571533203125,267.26240234375
25,664.6726684570312,254.22255859375
26,843.1698974609375,240.985107421875
27,416.80958251953126,203.050830078125
28,527.8757568359375,475.582080078125
29,795.9195068359375,365.6333801269531
30,739.6882568359375,434.60423583984374
31,487.95545654296876,335.00669555664064
32,211.234521484375,496.7486572265625
33,493.85458984375,459.9458740234375
34,604.4896530151367,601.648779296875
35,359.7117431640625,264.64881591796876
36,539.210302734375,588.7406372070312
37,365.34921875,251.2688720703125
38,804.9912353515625,355.1251586914062
39,664.3641540527344,438.53057861328125
40,841.048828125,271.9750244140625
41,740.4591918945313,354.3196594238281
42,859.65078125,531.716650390625
43,437.466796875,200.8062744140625
44,319.7687255859375,370.97028198242185
45,357.4118896484375,237.11510009765624
46,755.526513671875,436.1015869140625
47,478.3230346679687,301.3601318359375
48,728.43017578125,419.9883056640625
49,187.641357421875,393.90367736816404
50,854.9998046875,301.9715942382812
51,504.3995361328125,338.75079345703125
52,610.9978317260742,595.6132690429688
53,828.36025390625,274.00487060546874
54,260.854638671875,197.9894287109375
55,343.10615234375,481.8970947265625
56,520.646630859375,490.988671875
57,830.6358154296875,355.59856567382815
58,718.813037109375,279.4296875
59,710.3403930664062,390.1855804443359
60,430.86778564453124,457.3486694335937
61,314.413330078125,357.73113403320315
62,850.86162109375,278.1831298828125
63,816.0922607421875,373.71455078125
64,488.335400390625,487.53115234375
65,487.234130859375,429.5502101898193
66,495.2854736328125,568.493701171875
67,537.1683837890625,568.0093017578125
68,488.7699462890625,309.8976806640625
69,279.6404296875,437.772607421875
70,472.50560302734374,578.735498046875
71,535.657666015625,547.97880859375
72,497.2754638671875,105.2397216796875
73,371.696142578125,280.16396484375
74,707.3461547851563,389.64719848632814
75,547.6269775390625,255.78753662109375
76,404.051953125,228.1389892578125
77,704.4752197265625,602.0774047851562
78,760.5628295898438,570.3672241210937
79,502.06630859375,177.4544921875
80,544.2914306640625,279.47177734375
81,362.24345703125,605.6265747070313
82,474.5298583984375,457.24781494140626
83,794.688525390625,366.7905517578125
84,502.7382080078125,485.1106689453125
85,697.4279663085938,403.97691040039064
86,698.59375,374.2064636230469
87,478.52867431640624,457.1283203125
88,450.54656982421875,456.40936279296875
89,516.331787109375,261.0110229492187
90,854.8800048828125,523.3645751953125
91,325.7916259765625,341.79429321289064
92,804.2164794921875,417.4077453613281
93,444.19520263671876,152.1787353515625
94,684.0027038574219,497.8259643554687
95,748.6117309570312,438.8645751953125
96,420.6478759765625,468.098974609375
97,834.5581298828125,281.75975341796874
98,853.041357421875,571.6307739257812
99,733.0153442382813,484.23330078125
100,733.8755249023437,288.25360107421875
101,542.8596557617187,597.5525634765625
102,685.7936889648438,507.2017578125
103,869.16689453125,319.0300048828125
104,270.5242919921875,477.36451416015626
105,746.7612670898437,392.26231384277344
106,753.500634765625,399.2798614501953
107,285.8328369140625,198.734033203125
108,303.337841796875,190.07236328125
109,332.4964599609375,143.6906494140625
110,376.34111328125,240.8690185546875
111,374.665576171875,216.0120361328125
112,815.2414794921875,399.6386199951172
113,283.759326171875,309.7514404296875
114,611.2022155761719,517.0775146484375
115,663.7348571777344,405.1605712890625
116,609.6044876098633,796.2552978515625
117,863.72841796875,325.1430908203125
118,798.193701171875,248.85301513671874
119,696.8344360351563,465.4338134765625
120,707.2878173828125,391.1452270507813
121,867.38740234375,287.92950439453125
122,783.0732177734375,354.4062927246094
123,849.397412109375,487.633251953125
124,850.8591064453125,346.01563720703126
125,169.635546875,432.76531954407693
126,330.071044921875,336.739453125
127,726.75791015625,361.27390747070314
128,676.1728332519531,489.2781616210938
129,750.4068115234375,400.82615966796874
130,759.4914672851562,444.4695556640625
131,858.1955078125,529.2412109375
132,732.668798828125,404.0024444580078
133,619.3203399658203,595.1490966796875
134,546.3473510742188,605.839208984375
135,618.9237274169922,590.9958984375
136,685.79365234375,512.5477294921875
137,685.7935363769532,504.6514404296875
138,681.8172790527344,513.191650390625
139,642.8666809082031,512.96669921875
140,257.2151611328125,308.438671875
141,764.68515625,416.41111907958987
142,283.7523681640625,681.3453857421875
143,611.4417236328125,519.4195068359375
144,708.4226806640625,445.8158447265625
145,824.6035400390625,265.801318359375
146,618.5050476074218,531.8673583984375
147,813.5802734375,606.6331420898438
148,869.304443359375,328.1159423828125
